ST_CASE,VEH_NO,PER_NO,AGE,SEX,PER_TYP,SEAT_POS,REST_USE,AIR_BAG,DRUGS,LOCATION,NUMOCCS,HIT_RUN,OWNER,V_CONFIG,HAZ_INV,TRAV_SP,DR_HGT,DR_WGT,PREV_SPD,SPEEDREL,VTRAFWAY,VNUM_LAN,VPROFILE,VPAVETYP,VSURCOND,P_CRASH1,P_CRASH2,DR_DRINK,VPICBODYCLASS,DRDISTRACT,DRIVERRF,DAY,MONTH,YEAR,DAY_WEEK,HOUR,RUR_URB,HARM_EV,RELJCT2,TYP_INT,REL_ROAD,LGT_COND,WEATHER,INJ_SEV
121597,1,1,46,1,1,11,20,1,0,0,1,0,2,0,1,50,72,999,0,0,2,4,1,8,1,1,54,1,13,99,51,14,7,2020,3,1,2,12,1,1,1,2,1,4
121598,1,1,27,1,1,11,20,20,0,0,3,0,2,0,1,40,72,999,0,0,5,5,1,8,2,14,6,0,13,99,36,17,7,2020,6,16,2,12,1,1,1,1,10,3
121602,1,1,33,1,1,11,3,1,9,0,2,0,3,0,1,25,69,999,0,0,2,3,1,8,1,11,15,1,60,0,38,30,6,2020,3,21,2,12,2,2,1,3,1,0
121604,1,1,26,1,1,11,20,20,0,0,1,0,2,0,1,45,70,999,0,0,2,3,1,8,1,1,80,0,6,0,0,29,6,2020,2,22,2,8,1,1,1,2,1,2
121607,1,1,998,8,1,11,20,8,9,0,2,0,9,0,1,30,999,999,99,0,2,4,1,8,1,11,15,0,3,99,38,7,7,2020,3,21,2,12,2,3,1,2,1,9
121610,1,1,55,1,1,11,3,20,0,0,1,0,1,0,1,45,68,999,0,0,2,2,1,8,2,1,80,0,13,0,0,17,7,2020,6,21,2,8,1,1,1,2,2,0
121611,1,1,20,2,1,11,3,8,1,0,2,0,2,0,1,45,68,999,1,0,2,2,1,8,1,1,13,1,13,99,0,24,6,2020,4,19,2,38,1,1,4,1,1,4
121613,1,1,71,1,1,11,3,20,0,0,1,0,1,0,1,40,66,999,0,0,1,2,1,8,1,1,80,0,7,0,0,24,6,2020,4,21,2,8,1,1,1,2,1,0
121614,1,1,28,1,1,11,3,20,0,0,2,0,1,0,1,10,72,999,0,0,2,2,1,8,1,11,15,0,13,0,38,28,6,2020,1,20,2,12,2,2,1,5,1,0
121615,1,1,19,1,1,11,3,20,0,0,1,0,2,0,1,49,74,999,1,0,2,3,1,8,1,1,80,0,13,0,0,18,7,2020,7,23,2,8,3,3,1,3,1,0
121617,1,1,19,1,1,11,3,20,0,0,1,0,1,0,1,40,73,999,0,0,5,5,1,8,1,1,80,0,13,0,0,21,7,2020,3,21,2,8,1,1,1,3,1,0
121619,1,1,998,8,1,11,20,20,0,0,99,1,9,99,1,999,999,999,99,0,5,5,1,8,1,1,80,0,999,99,0,10,7,2020,6,22,2,8,1,1,1,2,1,9
121620,1,1,56,1,1,11,20,1,9,0,1,0,3,0,1,45,69,999,0,4,2,2,1,8,2,15,13,0,60,0,6,22,7,2020,4,13,2,33,1,1,4,1,2,4
121621,1,1,44,1,1,11,20,20,9,0,1,0,1,0,1,65,74,999,0,0,2,3,1,8,1,14,12,1,3,99,0,21,6,2020,1,2,2,33,3,3,3,3,1,4
121622,1,1,43,1,1,11,3,8,9,0,1,0,1,0,1,998,69,999,0,0,2,2,1,8,1,99,13,0,13,99,6,24,7,2020,6,22,2,18,1,1,4,3,1,4
121623,1,1,61,1,1,11,20,20,0,0,1,0,1,0,1,55,67,999,0,0,6,1,6,8,1,14,98,1,80,99,0,3,7,2020,6,12,2,1,20,1,1,1,1,4
121624,1,1,21,2,1,11,3,20,1,0,1,0,1,0,1,998,62,999,1,0,2,3,1,8,1,1,83,1,3,0,0,24,7,2020,6,20,2,9,3,3,1,3,1,2
121625,1,1,43,2,1,11,3,20,0,0,1,0,2,0,1,45,64,999,0,0,2,3,1,8,1,1,83,0,7,0,0,4,7,2020,7,23,2,9,1,1,1,3,1,0
121627,1,1,32,1,1,11,3,20,0,0,1,0,3,2,1,65,67,999,0,0,3,3,1,8,2,1,13,0,11,93,6,10,7,2020,6,6,2,14,1,1,5,4,10,1
121628,1,1,37,1,1,11,3,1,0,0,1,0,1,0,1,70,69,999,0,0,3,3,1,8,1,1,51,1,7,10,6,18,7,2020,7,2,2,12,1,1,1,2,10,1
121629,1,1,54,1,1,11,3,20,0,0,1,0,2,1,1,55,66,999,0,0,2,3,5,8,1,15,10,0,60,99,6,18,7,2020,7,21,2,12,18,1,1,3,10,4
121630,1,1,25,2,1,11,20,8,9,0,1,0,1,0,1,45,68,999,0,0,1,2,1,8,1,1,10,0,13,99,28,26,6,2020,6,22,2,12,1,1,1,2,1,4
121633,1,1,22,2,1,11,20,20,1,0,1,0,2,0,1,45,67,999,0,0,1,2,1,2,1,1,12,1,7,93,6,7,7,2020,3,23,2,1,1,1,4,2,10,4
121634,1,1,40,1,1,11,3,8,0,0,1,0,1,0,1,60,72,999,2,0,3,4,1,8,1,14,13,0,7,0,6,18,7,2020,7,20,2,1,1,1,4,3,1,4
121635,1,1,24,2,1,11,3,20,0,0,1,0,1,0,1,50,999,999,1,0,2,3,1,8,1,1,80,0,13,99,0,13,7,2020,2,21,2,8,3,2,1,3,1,0
121637,1,1,44,1,1,11,3,20,1,0,1,0,2,0,1,45,69,999,0,0,2,2,1,8,1,1,83,1,13,0,6,9,7,2020,5,19,2,9,1,1,1,1,1,0
121639,1,1,33,1,1,11,3,20,0,0,6,0,2,0,1,70,999,999,0,0,2,4,1,8,1,1,98,0,7,93,58,23,7,2020,5,6,2,1,1,1,1,4,10,2
121640,1,1,26,2,1,11,3,20,1,0,99,1,1,0,1,55,63,999,0,0,2,2,1,8,1,15,10,1,13,93,6,24,6,2020,4,1,2,12,1,1,1,3,1,1
121642,1,1,78,1,1,11,3,8,0,0,1,0,1,0,1,998,70,999,0,0,1,2,1,8,1,1,54,0,13,0,0,25,7,2020,7,12,2,12,1,1,1,1,10,4
121643,1,1,59,1,1,11,3,20,9,0,1,0,3,0,1,70,999,999,0,0,2,2,3,8,2,1,13,0,7,15,6,23,7,2020,5,14,2,34,1,1,4,1,2,4
121645,1,1,79,2,1,11,3,20,0,0,3,0,1,0,1,10,64,999,0,0,5,5,1,8,1,1,80,0,7,0,0,21,7,2020,3,17,2,8,3,2,1,1,10,0
121647,1,1,28,2,1,11,20,99,9,0,1,0,1,0,1,55,65,999,0,0,3,3,1,8,1,1,98,1,7,99,51,3,7,2020,6,0,2,12,1,1,1,2,1,3
121650,1,1,60,1,1,11,3,20,0,0,2,0,1,0,1,30,69,999,0,0,1,4,1,8,1,1,80,0,13,0,0,28,7,2020,3,7,2,8,3,2,1,1,10,0
121654,1,1,27,1,1,11,3,1,0,0,1,0,1,0,1,70,73,999,1,0,3,3,1,8,1,1,80,0,7,0,0,16,7,2020,5,12,2,8,1,1,1,1,1,0
121656,1,1,998,9,1,11,20,20,9,0,99,1,9,99,1,998,999,999,99,0,2,3,1,8,1,11,15,0,999,99,38,6,7,2020,2,15,2,12,2,3,1,1,1,0
121660,1,1,35,1,1,11,3,1,0,0,2,0,2,0,1,80,69,999,2,0,3,3,1,8,2,15,10,0,7,0,6,23,7,2020,5,12,2,12,1,1,1,1,10,4
121662,1,1,25,1,1,11,20,20,0,0,1,0,1,0,1,45,71,999,0,0,1,5,1,8,1,1,98,0,80,93,6,10,7,2020,6,0,2,1,1,1,1,3,1,4
121663,1,1,54,1,1,11,3,1,9,0,1,0,1,0,1,60,67,999,1,0,3,5,6,8,1,14,12,0,13,0,0,25,7,2020,7,22,2,25,1,1,3,3,10,4
121664,1,1,23,1,1,11,3,20,0,0,1,0,2,0,1,25,63,999,0,0,2,4,1,8,1,10,16,0,13,99,39,20,7,2020,2,19,2,12,3,3,1,1,1,0
121665,1,1,81,2,1,11,3,3,9,0,1,0,2,0,1,5,59,999,0,0,1,2,1,8,1,1,17,0,5,99,38,28,7,2020,3,11,2,12,2,3,1,1,1,4
121666,1,1,78,2,1,11,3,20,0,0,1,0,1,0,1,15,68,999,0,0,2,3,1,8,1,11,15,0,13,0,48,30,7,2020,5,9,2,12,2,3,1,1,1,0
121667,1,1,57,1,1,11,3,1,9,0,1,0,1,0,1,998,70,999,0,0,2,4,1,8,1,98,13,0,13,99,0,29,7,2020,4,9,2,33,1,1,4,1,1,4
121668,1,1,21,1,1,11,20,1,9,0,5,0,1,0,1,998,67,999,0,0,1,8,1,8,1,1,13,0,13,99,58,11,7,2020,7,1,2,33,1,1,4,3,1,3
121670,1,1,32,1,1,11,3,20,0,0,1,0,1,0,1,998,69,999,0,0,5,5,1,8,1,14,80,0,13,0,0,10,7,2020,6,0,2,8,1,1,1,3,1,0
121671,1,1,75,2,1,11,3,8,0,0,2,0,1,0,1,15,63,999,0,0,1,2,1,8,1,1,17,0,13,99,38,30,7,2020,5,18,2,12,2,2,1,1,1,3
121672,1,1,47,2,1,11,3,20,0,0,2,0,1,0,1,25,69,999,0,0,1,2,1,8,2,11,15,0,7,0,38,22,7,2020,4,20,2,12,2,3,1,5,10,2
121674,1,1,42,1,1,11,20,20,1,0,1,0,1,0,1,50,71,999,0,0,1,2,5,8,1,1,50,1,81,93,0,26,1,2020,1,0,2,12,1,1,1,3,1,4
121675,1,1,31,1,1,11,20,20,9,0,1,0,2,0,1,50,68,999,0,0,2,3,1,8,1,1,17,0,7,0,39,17,7,2020,6,20,2,12,2,2,1,2,1,4
121676,1,1,32,1,1,11,3,2,1,0,1,0,1,0,1,50,75,999,0,0,2,2,1,8,1,1,12,0,13,0,0,19,7,2020,1,23,2,42,1,1,4,3,1,4
121677,1,1,44,1,1,11,20,20,9,0,1,0,2,0,1,45,74,999,3,0,2,2,1,8,1,1,9,0,81,0,6,25,7,2020,7,23,2,33,1,1,4,2,1,4
121680,1,1,64,2,1,11,3,1,0,0,3,0,2,0,1,64,60,999,0,0,3,2,1,8,1,2,51,0,15,0,6,22,6,2020,2,18,2,12,1,1,1,1,1,3
121682,1,1,57,1,1,11,20,20,0,0,1,0,2,0,1,40,74,999,0,0,2,2,1,8,1,14,12,1,81,99,0,2,8,2020,1,17,2,33,1,1,3,1,1,4
121683,1,1,44,1,1,11,3,20,0,0,4,0,1,0,1,40,72,170,0,0,2,6,1,8,1,1,80,0,60,0,0,8,7,2020,4,5,2,8,3,2,1,3,1,0
121684,1,1,998,8,1,11,98,98,8,0,99,1,9,99,1,45,999,999,99,0,1,2,1,8,1,1,80,0,999,0,0,22,7,2020,4,2,2,8,1,1,1,2,1,9
121685,1,1,22,1,1,11,20,20,0,0,1,0,1,0,1,70,77,999,1,0,3,4,6,2,1,1,13,1,7,99,58,1,8,2020,7,3,2,24,1,1,4,2,1,4
121688,1,1,34,1,1,11,3,20,0,0,1,0,3,1,1,45,70,999,0,0,1,2,1,8,1,11,15,0,11,0,38,20,7,2020,2,17,2,12,8,1,1,1,1,1
121693,1,1,33,1,1,11,20,1,0,0,1,0,1,0,1,70,72,999,0,0,3,3,1,8,2,1,12,1,60,99,6,16,7,2020,5,1,2,24,1,1,3,2,10,4
121694,1,1,21,1,1,11,3,8,9,0,3,0,2,0,1,45,67,999,0,0,1,2,1,8,2,1,12,0,13,0,0,28,7,2020,3,22,2,42,1,1,5,2,10,3
121695,1,1,44,1,1,11,3,20,0,0,3,0,1,0,1,45,71,999,0,0,1,2,1,8,2,1,80,0,60,0,0,18,7,2020,7,1,2,8,1,1,1,2,1,0
121696,1,1,21,1,1,11,3,20,0,0,2,0,1,0,1,55,68,999,0,0,6,1,6,8,1,14,80,0,13,0,0,26,7,2020,1,22,2,8,20,1,1,2,1,0
121699,1,1,85,1,1,11,3,8,0,0,2,0,1,0,1,998,67,999,0,0,2,3,1,8,1,11,15,0,5,0,38,20,7,2020,2,14,2,12,2,2,1,1,1,4
121700,1,1,60,1,1,11,3,20,0,0,2,0,1,0,1,998,71,999,0,0,5,4,1,8,1,1,80,0,60,0,0,29,7,2020,4,22,2,8,2,3,1,3,1,0
121702,1,1,71,1,1,11,3,1,0,0,1,0,1,0,1,1,69,999,0,0,2,4,1,8,2,11,15,0,13,99,48,23,7,2020,5,22,2,12,2,3,1,2,2,4
121705,1,1,55,1,1,11,3,20,0,0,1,0,3,4,1,40,75,999,0,0,5,7,1,8,1,1,10,0,11,0,0,28,7,2020,3,10,2,12,1,1,1,1,10,0
121706,1,1,999,9,1,11,99,99,8,0,99,1,9,99,1,45,999,999,99,0,2,3,1,8,1,1,13,0,999,99,0,13,1,2020,2,4,2,9,1,1,2,2,1,9
121707,1,1,31,1,1,11,20,1,0,0,1,0,3,0,1,78,72,999,0,0,3,2,1,8,1,1,98,1,60,0,51,1,8,2020,7,2,2,12,1,1,1,3,10,3
121708,1,1,61,1,1,11,20,1,9,0,1,0,1,0,1,55,67,999,0,0,3,3,6,8,2,1,98,1,13,99,51,27,7,2020,2,20,2,12,1,1,1,5,10,4
121709,1,1,20,2,1,11,20,8,0,0,1,0,1,0,1,998,63,999,0,0,2,2,1,8,1,14,12,0,13,99,36,4,8,2020,3,1,2,12,1,1,1,3,1,4
121710,1,1,57,1,1,11,3,20,0,0,2,0,1,0,1,40,67,999,0,0,5,7,1,8,2,1,80,0,60,0,0,24,7,2020,6,13,2,8,1,1,1,1,2,0
121711,2,1,23,2,1,11,3,1,0,0,1,0,2,0,1,75,63,999,0,0,3,3,1,8,2,1,50,0,7,0,0,28,7,2020,3,20,2,12,1,1,1,3,10,2
121718,1,1,37,2,1,11,3,8,0,0,99,1,2,0,1,63,66,160,2,0,2,5,1,8,1,1,51,1,13,99,6,24,6,2020,4,2,2,12,1,1,1,3,1,2
121719,1,1,34,1,1,11,3,99,0,0,1,0,1,0,1,40,69,999,0,0,1,2,1,8,1,1,10,0,60,10,28,24,1,2020,6,21,2,12,3,2,1,3,1,0
121721,1,1,19,1,1,11,3,20,0,0,1,0,2,0,1,55,999,999,2,0,1,2,1,8,1,1,80,0,1,0,0,31,7,2020,6,5,2,8,1,1,1,2,5,1
121722,1,1,85,2,1,11,3,20,0,0,1,0,2,0,1,40,65,999,0,0,2,2,1,8,1,1,80,0,5,0,0,6,8,2020,5,11,2,8,2,3,1,1,10,0
121723,1,1,38,1,1,11,20,20,0,0,2,0,1,0,1,45,73,999,0,0,2,5,1,8,1,1,90,1,81,0,0,31,7,2020,6,22,2,18,1,1,1,2,1,4
121724,1,1,16,1,1,11,3,99,0,0,3,0,2,0,1,70,65,999,0,4,2,2,1,8,2,14,13,0,60,0,6,8,8,2020,7,22,2,30,1,1,4,3,2,3
121726,1,1,36,1,1,11,20,8,1,0,2,0,2,0,1,998,68,999,0,0,1,2,1,8,2,14,10,1,60,99,28,28,7,2020,3,19,2,12,1,1,1,1,2,1
121728,1,1,998,8,1,11,20,20,0,0,99,1,9,99,1,998,999,999,99,0,2,3,1,8,2,99,80,0,999,99,0,18,6,2020,5,20,2,8,1,1,1,3,1,9
121731,1,1,80,1,1,11,3,1,0,0,2,0,1,0,1,10,70,999,0,0,2,5,1,8,1,11,15,0,7,0,38,7,8,2020,6,12,2,12,2,2,1,1,10,2
121732,1,1,48,1,1,11,3,1,0,0,1,0,1,0,1,50,73,999,0,0,2,2,5,8,2,14,12,0,13,0,6,29,7,2020,4,18,2,33,1,1,3,1,2,4
121733,1,1,37,1,1,11,3,20,9,0,2,0,1,0,1,55,71,999,0,0,2,4,1,8,1,15,51,1,13,0,0,31,7,2020,6,21,2,12,1,1,1,3,1,4
121734,1,1,54,1,1,11,3,1,9,0,3,0,2,0,1,70,72,999,0,0,3,3,1,8,1,1,13,0,7,99,0,31,7,2020,6,20,2,42,1,1,4,5,1,3
121737,1,1,57,1,1,11,20,1,9,0,1,0,1,0,1,998,72,999,0,0,1,2,1,8,1,1,50,1,8,99,6,23,7,2020,5,20,2,12,1,1,1,2,10,4
121738,1,1,55,1,1,11,3,20,0,0,1,0,2,0,1,65,999,999,0,3,5,5,1,8,1,1,50,1,60,0,6,23,1,2020,5,19,2,12,1,1,1,3,1,0
121739,1,1,29,1,1,11,20,20,9,0,1,0,4,0,1,998,72,999,0,0,3,3,1,8,1,1,53,1,3,99,0,11,7,2020,7,22,2,12,1,1,1,3,1,3
121741,1,1,51,1,1,11,20,20,0,0,1,0,1,0,1,75,73,999,0,0,3,4,1,8,2,6,51,0,12,0,28,19,7,2020,1,10,2,12,1,1,1,1,2,4
121742,1,1,87,1,1,11,3,1,0,0,2,0,1,0,1,20,68,999,0,0,1,4,1,8,1,11,15,0,13,0,38,17,7,2020,6,11,2,12,8,1,1,1,10,4
121744,1,1,36,1,1,11,3,20,0,0,1,0,1,0,1,45,66,999,0,0,2,2,1,8,1,1,80,0,13,0,0,4,8,2020,3,5,2,8,3,2,1,2,1,0
121745,1,1,59,2,1,11,3,20,0,0,1,0,1,0,1,25,67,999,0,0,2,2,1,8,1,1,13,0,2,0,6,13,5,2020,4,19,2,33,1,1,4,6,1,4
121748,1,1,43,2,1,11,3,20,0,0,1,0,1,0,1,40,64,999,0,0,2,3,1,8,1,1,80,0,13,0,0,23,6,2020,3,22,2,8,2,2,1,2,1,0
121749,1,1,87,1,1,11,3,20,0,0,1,0,1,0,1,35,66,999,0,0,4,3,1,8,1,15,10,0,13,0,0,25,6,2020,5,16,2,12,1,1,1,1,10,4
121753,1,1,998,1,1,11,20,1,9,0,2,1,9,0,1,998,999,999,99,0,2,4,1,8,2,1,62,0,13,99,0,21,7,2020,3,22,2,12,8,1,1,3,2,1
121754,1,1,90,1,1,11,20,8,9,0,1,0,1,0,1,45,70,999,0,0,2,3,1,8,2,1,12,0,13,99,0,28,7,2020,3,1,2,33,1,1,3,3,10,4
121755,1,1,36,1,1,11,3,20,0,0,1,0,1,0,1,25,70,999,0,0,2,2,1,8,2,1,80,0,13,0,0,27,7,2020,2,17,2,8,1,1,1,3,2,0
121757,1,1,72,2,1,11,3,8,0,0,1,0,1,0,1,20,62,999,0,0,2,4,1,8,1,11,15,0,7,0,38,4,8,2020,3,21,2,12,2,2,1,3,1,4
121758,1,1,21,1,1,11,3,8,0,0,1,0,2,0,1,100,66,999,0,3,2,2,5,8,1,14,10,0,15,0,51,11,8,2020,3,0,2,12,1,1,1,3,1,3
121759,1,1,30,1,1,11,20,8,1,0,2,0,1,0,1,50,74,999,0,0,2,4,1,8,2,1,17,1,60,99,0,8,8,2020,7,0,2,12,2,2,1,3,1,3
121760,1,1,24,1,1,11,3,20,0,0,1,0,1,0,1,25,67,999,0,0,5,5,1,2,1,1,80,0,13,99,0,12,8,2020,4,23,2,8,1,1,1,2,1,0
121763,1,1,39,1,1,11,20,8,1,0,1,0,4,0,1,998,72,999,0,0,1,2,1,8,99,99,13,1,7,99,0,11,8,2020,3,1,2,34,1,1,4,2,98,4
121767,1,1,22,1,1,11,3,1,0,0,1,0,1,0,1,70,68,999,0,0,3,3,1,8,1,15,11,0,13,0,28,31,7,2020,6,10,2,12,1,1,1,1,1,3
121770,1,1,58,1,1,11,20,20,0,0,1,0,1,0,1,70,74,999,0,0,6,1,1,8,1,14,9,0,80,99,6,4,8,2020,3,21,2,1,5,1,2,3,1,4
121772,1,1,32,1,1,11,20,8,1,0,1,0,2,0,1,55,74,999,0,0,1,2,1,8,1,14,10,0,60,99,6,10,8,2020,2,13,2,12,1,1,1,1,10,2
121773,1,1,21,2,1,11,3,1,0,0,3,0,1,0,1,106,62,999,0,0,3,3,1,8,1,1,51,1,13,0,6,3,8,2020,2,2,2,12,1,1,1,2,1,3
121775,1,1,20,1,1,11,3,20,0,0,1,0,3,1,1,31,70,999,2,0,2,4,1,8,1,1,50,0,11,0,6,3,8,2020,2,13,2,12,3,3,1,1,1,4
121778,1,1,51,1,1,11,3,20,0,0,2,0,1,0,1,45,70,999,0,0,2,3,1,8,1,1,80,0,7,0,0,11,8,2020,3,1,2,8,1,1,1,3,1,0
121779,1,1,31,1,1,11,3,8,0,0,1,0,1,0,1,65,71,999,1,0,2,4,1,8,2,1,12,0,7,0,0,3,8,2020,2,15,2,12,1,1,1,1,2,4
121780,1,1,32,2,1,11,3,1,1,0,1,0,2,0,1,55,66,999,0,0,2,4,1,8,1,1,50,0,13,0,6,10,8,2020,2,16,2,12,1,1,1,1,1,2
121781,1,1,22,1,1,11,3,8,0,0,1,0,2,0,1,15,72,999,1,0,5,5,1,8,1,11,15,0,13,0,38,3,8,2020,2,15,2,12,2,2,1,1,1,1
121782,1,1,64,2,1,11,3,1,0,0,1,0,1,0,1,45,65,999,0,0,3,2,1,8,1,1,83,0,2,0,0,3,8,2020,2,22,2,9,1,1,1,2,1,0
121783,1,1,27,1,1,11,3,20,0,0,1,0,1,0,1,35,75,999,1,0,1,2,5,8,1,1,83,0,7,0,0,11,8,2020,3,21,2,9,1,1,1,3,10,0
121784,1,1,23,2,1,11,3,1,9,0,99,1,1,0,1,25,62,999,1,0,1,2,1,8,1,1,51,1,13,0,0,10,8,2020,2,1,2,12,1,1,1,3,1,1
121785,1,1,75,2,1,11,3,8,0,0,2,0,2,0,1,15,66,999,0,0,1,2,1,8,1,1,17,0,119,93,38,9,8,2020,1,9,2,12,2,2,1,1,1,2
121786,1,1,20,1,1,11,3,8,1,0,1,0,4,0,1,115,71,999,0,3,2,4,1,8,1,1,17,0,1,99,36,11,8,2020,3,19,2,12,2,3,1,1,1,3
121787,1,1,32,1,1,11,3,20,0,0,2,0,2,0,1,15,71,999,1,0,1,2,1,8,1,1,98,1,7,0,0,2,8,2020,1,18,2,5,1,1,1,1,1,0
121788,1,1,28,1,1,11,20,8,9,0,1,0,2,0,1,80,70,999,2,3,1,4,1,8,1,1,51,0,13,99,0,31,7,2020,6,6,2,12,1,1,1,1,1,4
121790,1,1,29,1,1,11,20,20,0,0,99,1,1,0,1,998,66,999,0,0,1,2,1,8,1,1,13,0,7,99,6,21,7,2020,3,20,2,8,1,1,2,2,1,0
121791,1,1,28,1,1,11,3,20,0,0,1,0,3,0,1,5,73,999,1,0,1,2,1,8,1,12,80,0,60,0,0,13,8,2020,5,18,2,8,1,1,1,1,1,0
121792,2,1,25,1,1,11,3,1,9,0,1,0,1,0,1,998,60,999,0,0,1,3,1,8,1,1,62,0,60,99,0,15,8,2020,7,0,2,12,2,3,1,3,1,4
121794,1,1,45,1,1,11,20,20,0,0,1,0,2,0,1,998,68,999,0,0,1,2,1,8,1,1,17,0,13,0,39,10,8,2020,2,19,2,12,2,2,1,5,1,4
121796,1,1,23,1,2,99,99,99,8,0,99,1,9,0,1,998,999,999,99,0,2,2,1,8,1,99,99,0,7,99,0,17,7,2020,6,15,2,12,2,3,1,1,1,1
121797,1,1,31,1,1,11,20,20,9,0,2,0,2,0,1,65,999,999,0,0,2,3,1,8,1,1,98,0,7,0,6,5,8,2020,4,6,2,1,1,1,1,1,1,4
121798,1,1,43,1,1,11,3,8,0,0,4,0,2,0,1,998,999,999,99,0,6,1,1,8,1,14,12,1,13,93,36,8,8,2020,7,2,2,42,5,1,4,2,1,1
121799,1,1,38,2,1,11,3,20,8,0,1,0,2,0,1,998,64,999,0,0,2,3,1,8,2,99,83,0,7,96,0,14,8,2020,6,4,2,15,1,1,1,2,2,0
121800,1,1,41,1,1,11,20,1,0,0,1,0,1,0,1,55,65,999,0,0,3,3,1,8,1,1,13,0,7,99,0,28,7,2020,3,5,2,59,1,1,4,3,1,4
121801,1,1,18,1,1,11,20,20,9,0,1,0,2,0,1,80,70,999,1,0,6,2,6,8,1,14,98,0,6,99,6,16,8,2020,1,21,2,1,5,1,1,3,1,4
121804,1,1,33,2,1,11,20,20,9,0,1,0,1,0,1,81,61,999,2,0,2,2,1,8,1,1,13,0,13,99,0,29,6,2020,2,10,2,1,1,1,3,1,1,4
121805,1,1,25,1,1,11,20,1,1,0,1,0,1,0,1,40,77,999,3,0,2,2,1,8,2,1,12,0,7,93,6,23,7,2020,5,9,2,33,1,1,10,1,10,4
121808,1,1,31,2,1,11,3,2,0,0,1,0,1,0,1,70,63,999,0,0,3,3,1,2,1,14,13,0,3,99,0,11,8,2020,3,14,2,57,1,1,4,1,1,4
121809,1,1,43,1,1,11,20,1,9,0,1,0,2,0,1,60,66,999,1,0,2,4,1,2,1,1,13,0,7,0,0,1,8,2020,7,0,2,46,3,2,4,3,1,4
121811,1,1,53,1,1,11,3,1,1,0,1,0,1,0,1,21,72,999,0,0,2,2,1,8,1,1,12,0,7,99,0,20,8,2020,5,15,2,42,1,1,3,1,1,4
121814,1,1,37,1,1,11,20,20,0,0,1,0,1,0,1,65,72,999,0,0,2,3,1,8,1,15,98,1,7,99,6,12,7,2020,1,20,2,1,1,1,1,3,10,4
121815,1,1,40,1,1,11,3,8,9,0,1,0,1,0,1,45,74,999,0,0,2,6,1,8,1,1,17,0,13,99,28,14,8,2020,6,7,2,12,2,2,1,1,1,4
121816,1,1,21,1,1,11,20,20,1,0,2,0,2,0,1,40,70,999,0,3,1,2,1,8,1,14,13,1,3,99,0,16,8,2020,1,5,2,33,1,1,4,2,1,4
121817,1,1,25,1,1,11,3,8,0,0,1,0,1,0,1,65,73,999,1,0,3,4,1,8,1,1,52,0,13,0,6,22,7,2020,4,23,2,12,1,1,1,3,1,2
121818,1,1,49,1,1,11,3,1,0,0,5,0,1,0,1,60,65,999,1,0,2,2,1,8,2,1,12,0,60,0,6,4,8,2020,3,17,2,1,1,1,3,1,2,3
121819,1,1,20,1,1,11,3,8,0,0,1,0,1,0,1,100,68,999,0,0,1,2,1,8,1,6,54,0,7,0,34,8,8,2020,7,17,2,12,1,1,4,1,1,3
121820,1,1,21,1,1,11,20,20,0,0,3,0,3,0,1,15,71,999,0,0,1,2,1,8,1,1,17,0,95,0,94,14,8,2020,6,17,2,12,2,2,1,1,1,2
121821,1,1,60,1,1,11,20,20,1,0,1,0,1,0,1,55,70,999,0,0,1,2,1,8,1,14,98,1,82,99,0,16,8,2020,1,12,2,12,1,1,1,1,1,4
121823,1,1,76,1,1,11,3,2,0,0,1,0,1,0,1,15,71,999,0,0,1,2,1,8,1,11,15,0,13,0,38,21,7,2020,3,16,2,12,2,3,1,1,10,0
121826,1,1,76,1,1,11,20,20,9,0,2,0,1,0,1,10,69,999,0,0,2,2,1,8,1,10,16,0,13,99,39,1,8,2020,7,10,2,12,2,3,1,1,1,4
121828,1,1,17,2,1,11,3,1,0,0,3,0,2,0,1,55,67,999,0,0,1,2,1,8,1,14,13,0,7,0,6,18,8,2020,3,13,2,42,1,1,6,1,10,3
121829,1,1,55,1,1,11,3,20,0,0,1,0,1,0,1,10,69,160,0,0,1,5,1,8,1,10,16,0,60,0,38,3,8,2020,2,0,2,12,2,4,1,6,1,0
121830,1,1,28,1,1,11,3,20,1,0,1,0,3,19,1,69,999,999,2,0,2,3,1,8,1,1,50,0,66,0,6,29,7,2020,4,2,2,12,3,2,1,3,1,0
121831,1,1,36,2,1,11,20,20,0,0,3,0,1,0,1,22,70,175,0,0,2,2,1,8,1,1,53,0,13,0,6,17,8,2020,2,11,2,12,1,1,1,1,1,3
121832,1,1,65,1,1,11,3,20,0,0,1,0,3,6,1,45,72,999,0,0,2,2,1,8,1,1,13,0,66,0,0,27,7,2020,2,10,2,14,1,1,6,1,1,0
121833,1,1,51,1,1,11,20,20,1,0,1,0,2,0,1,24,71,999,0,0,2,5,1,8,1,1,98,0,12,0,39,3,8,2020,2,19,2,1,2,2,1,1,1,4
121835,1,1,32,1,1,11,3,20,1,0,3,0,1,0,1,30,69,999,0,0,2,5,1,8,1,1,80,0,7,0,0,1,8,2020,7,21,2,8,1,1,1,3,1,0
121837,1,1,60,1,1,11,20,8,1,0,1,0,1,0,1,65,71,999,0,0,2,3,1,8,1,1,12,0,7,0,0,14,8,2020,6,11,2,59,1,1,4,1,10,4
