ST_CASE,VEH_NO,PER_NO,AGE,SEX,PER_TYP,SEAT_POS,REST_USE,AIR_BAG,DRUGS,LOCATION,NUMOCCS,HIT_RUN,OWNER,V_CONFIG,HAZ_INV,TRAV_SP,DR_HGT,DR_WGT,PREV_SPD,SPEEDREL,VTRAFWAY,VNUM_LAN,VPROFILE,VPAVETYP,VSURCOND,P_CRASH1,P_CRASH2,DR_DRINK,VPICBODYCLASS,DRDISTRACT,DRIVERRF,DAY,MONTH,YEAR,DAY_WEEK,HOUR,RUR_URB,HARM_EV,RELJCT2,TYP_INT,REL_ROAD,LGT_COND,WEATHER,INJ_SEV
471023,2,1,18,2,1,11,3,1,0,0,1,0,2,0,1,998,64,125,0,0,3,3,1,2,1,17,50,0,7,0,84,24,11,2020,3,19,2,8,1,1,1,6,1,0
471024,1,1,22,1,1,11,20,8,0,0,1,0,1,0,1,998,72,335,1,0,5,6,1,2,1,1,17,0,13,0,999,24,11,2020,3,13,2,12,2,2,1,1,1,4
471030,1,1,40,2,1,11,20,1,0,0,2,0,1,0,1,998,999,999,99,3,3,2,1,2,1,14,50,1,5,10,41,28,11,2020,7,23,2,12,1,1,1,2,10,4
471031,1,1,30,1,1,11,3,8,0,0,3,0,2,0,1,998,72,180,1,0,1,2,1,2,1,1,10,0,7,98,28,24,11,2020,3,20,2,12,1,1,1,2,1,2
471033,1,1,21,1,1,11,20,8,0,0,2,0,2,0,1,998,63,165,1,0,1,2,2,2,1,14,13,0,13,93,0,13,11,2020,6,1,2,42,1,1,4,2,1,2
471034,1,1,999,9,1,11,99,99,0,0,99,1,9,99,1,998,999,999,99,0,2,2,1,2,1,99,80,0,999,99,999,30,11,2020,2,21,2,8,1,1,1,2,1,9
471035,1,1,42,1,1,11,3,1,0,0,5,0,2,0,1,998,65,130,0,0,3,3,1,2,1,1,50,0,2,99,0,30,11,2020,2,10,2,14,1,1,2,1,10,4
471036,1,1,18,2,1,11,3,1,1,0,2,0,1,0,1,998,66,220,0,0,1,7,1,2,1,1,66,1,7,99,36,2,12,2020,4,14,2,12,2,3,1,1,1,1
471037,1,1,999,9,1,11,99,99,9,0,99,1,9,99,1,998,999,999,99,0,5,5,1,2,1,99,80,0,999,99,999,2,12,2020,4,17,2,8,1,1,1,1,1,9
471039,1,1,40,1,1,11,20,8,0,0,1,0,1,0,1,998,72,215,0,0,1,2,1,2,1,14,12,1,13,99,36,1,12,2020,3,16,2,42,1,1,4,5,10,4
471043,1,1,999,9,1,11,99,99,9,0,99,1,9,99,1,998,999,999,99,0,1,4,1,2,1,15,10,0,999,99,27,3,12,2020,5,16,2,12,1,1,1,1,1,9
471047,1,1,23,1,1,11,8,20,8,0,2,1,1,0,1,998,999,999,99,0,2,3,1,2,2,11,15,1,5,99,42,3,12,2020,5,5,2,12,2,2,1,6,3,1
471048,1,1,48,2,1,11,20,8,0,0,1,0,1,0,1,998,64,120,0,4,1,2,1,2,2,1,13,1,13,99,79,5,12,2020,7,0,2,32,1,1,4,3,1,4
471049,1,1,23,1,1,11,3,20,0,0,1,0,2,0,1,998,70,165,0,0,3,4,1,2,2,1,80,0,7,0,0,3,12,2020,5,19,2,8,1,1,1,3,2,0
471051,1,1,61,2,1,11,3,20,0,0,1,0,1,0,1,998,63,150,0,0,3,2,2,2,1,1,80,0,13,0,0,6,12,2020,1,19,2,8,1,1,1,2,1,0
471053,1,1,68,1,1,11,20,2,0,0,1,0,1,0,1,998,72,190,0,0,1,2,1,2,1,1,14,0,7,99,0,22,10,2020,5,16,2,34,1,1,4,1,1,4
471054,1,1,999,9,1,11,99,99,9,0,99,1,9,99,1,998,999,999,99,0,3,4,1,2,1,99,80,0,999,99,999,6,12,2020,1,2,2,8,1,1,1,2,1,9
471055,1,1,28,1,1,11,20,20,1,0,3,0,2,0,1,998,68,175,0,3,3,2,6,2,1,14,6,1,13,99,36,7,12,2020,2,99,2,42,1,1,4,2,1,3
471057,1,1,85,1,1,11,99,1,0,0,1,0,1,0,1,998,68,190,0,0,1,2,6,2,1,1,14,0,60,99,39,14,11,2020,7,0,2,33,3,3,4,3,1,4
471061,1,1,41,1,1,11,20,20,0,0,1,0,1,0,1,998,68,145,0,0,1,2,1,2,1,14,13,0,60,99,0,1,12,2020,3,22,2,32,1,1,4,2,1,4
471062,1,1,33,1,1,11,99,99,0,0,2,1,1,0,1,998,66,130,1,0,5,5,1,2,1,1,80,1,7,99,91,3,12,2020,5,22,2,8,1,1,1,3,1,0
471063,1,1,33,1,1,11,20,20,0,0,1,0,1,0,1,998,999,999,99,0,1,2,1,2,1,1,50,0,13,0,28,7,12,2020,2,17,2,12,1,1,1,2,1,4
471064,1,1,17,1,1,11,3,20,0,0,2,0,2,0,1,998,73,170,0,0,5,3,3,2,1,1,80,0,60,0,0,4,12,2020,6,17,2,8,1,1,1,3,1,0
471065,1,1,37,2,1,11,3,8,1,0,1,0,2,0,1,998,66,156,0,0,1,3,1,2,1,1,10,0,13,99,28,11,12,2020,6,17,2,12,1,1,1,5,1,4
471066,1,1,45,1,1,11,20,1,1,0,1,0,0,0,1,998,66,205,0,0,1,2,2,2,1,1,13,0,13,0,36,10,12,2020,5,0,2,42,1,1,4,2,1,4
471069,1,1,35,1,1,11,99,20,1,0,2,0,2,0,1,998,71,185,1,0,5,5,6,2,1,1,13,0,13,0,0,10,12,2020,5,6,2,53,1,1,4,3,1,0
471070,1,1,68,2,1,11,8,20,0,0,2,0,1,0,1,998,62,140,0,0,1,2,1,2,2,14,13,0,60,99,79,19,5,2020,3,15,2,42,1,1,4,1,2,4
471073,1,1,999,1,1,11,99,99,9,0,99,1,9,99,1,998,999,999,99,0,5,5,1,2,2,1,80,0,999,99,36,11,12,2020,6,21,2,8,1,1,1,3,2,9
471074,1,1,42,1,1,11,99,99,0,0,1,0,2,0,1,998,69,178,0,0,5,3,1,2,1,14,12,0,13,99,999,13,12,2020,1,99,2,30,1,1,4,3,1,4
471076,1,1,58,1,1,11,20,20,1,0,1,0,1,0,1,998,69,150,0,0,1,2,1,1,1,1,13,1,82,99,0,10,12,2020,5,19,2,35,1,1,4,2,1,4
471077,1,1,41,1,1,11,20,99,9,0,3,0,1,0,1,998,72,300,0,0,1,2,6,1,2,1,13,0,60,99,0,13,12,2020,1,21,2,1,3,3,4,3,2,4
471078,1,1,20,1,1,11,20,1,1,0,3,0,2,0,1,998,72,200,0,0,1,2,1,2,1,14,6,1,3,99,36,5,12,2020,7,20,2,30,1,1,4,3,1,3
471079,1,1,24,2,1,11,20,1,9,0,1,0,1,0,1,998,71,145,1,0,1,2,6,2,2,14,10,0,13,99,28,12,12,2020,7,19,2,12,1,1,1,2,10,4
471080,1,1,67,1,1,11,3,1,0,0,2,0,1,0,1,998,70,185,0,0,2,4,1,1,1,1,50,0,7,99,39,14,12,2020,2,12,2,12,3,3,1,1,1,0
471081,1,1,999,9,1,11,99,99,9,0,99,1,9,99,1,998,999,999,99,0,5,5,1,2,2,99,80,0,999,96,999,11,12,2020,6,19,2,8,1,1,1,2,2,9
471084,1,1,31,2,1,11,3,20,1,0,1,0,1,0,1,998,59,999,0,0,5,5,1,2,1,1,80,1,1,0,86,11,12,2020,6,21,2,8,3,3,1,3,1,0
471088,1,1,55,1,1,11,20,20,0,0,1,0,1,0,1,998,70,256,0,0,3,4,1,1,1,14,12,0,81,99,999,13,11,2020,6,21,2,1,1,1,1,3,1,4
471092,1,1,57,2,1,11,20,1,0,0,1,0,2,0,1,998,63,280,0,0,1,2,1,2,2,1,14,0,13,0,0,13,12,2020,1,1,2,42,1,1,4,2,10,4
471093,1,1,51,2,1,11,20,1,0,0,1,0,2,0,1,998,60,130,0,0,1,2,1,2,1,1,10,0,7,99,28,18,12,2020,6,0,2,12,1,1,1,2,1,4
471094,1,1,999,9,1,11,99,99,9,0,99,1,9,0,1,998,999,999,99,4,3,4,1,2,2,14,13,0,60,99,79,13,12,2020,1,23,2,1,1,1,4,2,2,9
471095,1,1,18,1,1,11,3,1,0,0,1,0,2,0,1,998,64,120,0,4,3,4,1,2,1,1,51,1,1,99,0,17,12,2020,5,21,2,12,1,1,1,2,1,4
471097,1,1,88,2,1,11,3,1,0,0,1,0,1,0,1,998,65,150,0,0,1,5,1,2,1,11,54,0,13,0,38,18,12,2020,6,18,2,12,2,2,1,3,1,4
471102,1,1,32,1,1,11,3,1,0,0,1,0,1,0,1,998,999,999,0,4,1,2,1,2,1,11,66,0,60,0,8,16,12,2020,4,22,2,12,2,2,1,3,1,4
471103,1,1,60,1,1,11,20,20,0,0,1,0,0,19,1,998,66,150,0,0,1,2,1,2,1,13,80,0,127,0,0,17,12,2020,5,12,2,8,1,1,1,1,1,0
471105,1,1,29,2,1,11,99,1,1,0,1,0,1,0,1,998,66,125,0,0,1,7,1,2,1,1,54,1,8,0,0,21,12,2020,2,18,2,12,2,2,1,3,1,0
471106,1,1,39,1,1,11,3,8,0,0,1,0,1,0,1,998,75,260,0,0,5,5,1,2,1,11,54,1,13,99,38,21,12,2020,2,4,2,12,2,3,1,3,1,1
471107,1,1,999,9,1,11,99,99,9,0,99,1,9,99,1,998,999,999,99,0,1,5,1,2,2,15,10,0,999,99,36,11,12,2020,6,17,2,12,3,3,1,2,1,9
471109,1,1,28,1,1,11,20,20,1,0,1,0,5,5,1,998,75,190,0,3,5,5,5,2,1,14,6,0,66,99,37,7,12,2020,2,21,2,12,1,1,1,2,1,3
471110,1,1,25,1,1,11,20,8,0,0,1,0,1,0,1,998,65,173,1,3,5,5,6,2,1,14,10,0,13,99,28,22,12,2020,3,23,2,12,1,1,1,3,10,4
471111,1,1,50,2,1,11,99,8,0,0,1,0,1,0,1,998,64,175,0,0,2,2,1,2,1,1,67,0,13,0,0,10,12,2020,5,7,2,12,2,2,1,1,1,3
471113,1,1,37,1,1,11,20,1,1,0,1,0,1,0,1,998,72,245,0,0,1,2,1,2,1,1,10,0,60,99,28,20,12,2020,1,15,2,12,2,3,1,1,1,3
471114,1,1,37,2,1,11,3,8,1,0,5,0,1,0,1,998,62,170,0,0,1,2,1,2,1,1,10,1,8,0,28,20,12,2020,1,18,2,12,1,1,1,3,1,3
471115,1,1,35,1,1,11,20,1,1,0,1,0,2,0,1,998,69,300,0,0,5,5,1,2,2,1,10,1,7,99,28,23,12,2020,4,19,2,12,1,1,1,3,2,4
471117,1,1,999,9,1,11,99,99,9,0,99,1,9,99,1,998,999,999,99,0,1,2,1,2,3,1,13,0,999,99,79,24,12,2020,5,19,2,8,1,1,4,2,4,9
471119,1,1,999,9,1,11,99,99,9,0,99,1,9,99,1,998,999,999,99,0,1,2,1,2,1,99,80,0,999,99,999,25,12,2020,6,22,2,8,1,1,1,3,1,9
471120,1,1,999,9,1,11,99,99,9,0,99,1,9,99,1,998,999,999,99,0,5,7,1,2,1,1,80,0,999,99,8,26,12,2020,7,18,2,8,1,1,1,3,1,9
471121,1,1,32,1,1,11,3,8,0,0,1,0,1,0,1,0,74,185,0,0,1,3,1,2,1,5,65,0,7,0,0,31,10,2020,7,14,2,12,2,2,1,1,1,2
471122,1,1,49,1,1,11,99,8,1,0,1,0,1,0,1,998,68,190,0,0,6,1,1,1,1,14,6,0,13,99,0,24,12,2020,5,99,2,35,5,1,4,2,1,4
471125,1,1,40,1,1,11,3,1,0,0,1,0,1,0,1,998,68,180,0,0,6,1,5,2,1,1,13,0,60,93,6,26,12,2020,7,11,2,14,5,1,2,1,1,0
471126,1,1,999,9,1,11,99,99,0,0,99,1,9,99,1,998,999,999,99,0,5,5,1,2,1,1,80,0,999,99,999,24,12,2020,5,99,2,8,1,1,1,3,1,9
471127,1,1,43,1,1,11,3,20,0,0,2,0,1,0,1,998,76,320,0,0,5,5,1,2,1,14,12,0,7,99,0,27,12,2020,1,0,2,38,1,1,5,2,1,4
471128,1,1,33,1,1,11,3,1,0,0,1,0,1,0,1,998,72,200,0,0,5,5,1,2,2,1,13,0,13,0,0,23,12,2020,4,21,2,30,1,1,4,3,1,4
471130,1,1,38,2,1,11,3,20,0,0,5,0,1,0,1,998,62,156,0,0,5,7,1,2,1,15,53,0,13,99,6,28,12,2020,2,16,2,12,1,1,1,1,1,0
471131,1,1,86,1,1,11,20,20,0,0,1,0,1,0,1,998,67,125,0,0,5,6,1,2,1,1,17,0,60,0,39,21,12,2020,2,15,2,12,2,2,1,1,1,4
471132,1,1,29,1,1,11,20,1,1,0,1,0,1,0,1,998,67,150,0,0,1,2,6,2,1,1,13,1,13,99,999,23,12,2020,4,4,2,42,1,1,5,3,1,4
471134,1,1,63,1,1,11,20,1,1,0,1,0,1,0,1,998,67,165,0,0,2,6,1,2,1,1,13,0,13,99,0,29,12,2020,3,19,2,30,3,2,4,2,1,4
471135,1,1,42,2,1,11,3,8,0,0,1,0,1,0,1,0,62,204,0,0,3,5,1,2,1,5,87,0,13,0,54,24,12,2020,5,17,2,12,1,1,1,2,10,0
471136,1,1,54,1,1,11,20,20,9,0,2,0,1,0,1,998,999,999,0,0,5,5,1,2,1,1,54,0,81,99,0,30,12,2020,4,11,2,12,8,1,1,1,1,4
471139,1,1,28,1,1,11,20,20,1,0,1,0,1,1,1,998,72,185,0,3,1,2,6,2,1,14,6,0,66,99,24,30,12,2020,4,16,2,1,1,1,1,1,10,4
471140,1,1,47,2,1,11,3,2,0,0,1,0,1,0,1,998,59,215,0,0,5,5,1,2,2,1,54,0,13,99,79,31,12,2020,5,15,2,12,1,1,1,1,2,4
471141,1,1,70,1,1,11,20,2,9,0,1,0,1,0,1,998,69,200,0,0,1,2,5,2,2,1,98,0,13,99,36,31,12,2020,5,17,2,10,6,1,1,3,2,4
471143,1,1,51,1,1,11,20,20,8,0,1,0,2,0,1,998,70,190,0,0,5,5,1,1,1,1,17,0,82,99,0,29,12,2020,3,17,2,12,2,3,1,3,1,4
471145,1,1,999,9,1,11,99,99,9,0,99,1,9,99,1,998,999,999,99,0,1,2,1,2,2,15,80,0,999,99,999,31,12,2020,5,18,2,8,3,2,1,3,1,9
471146,1,1,83,2,1,11,3,20,0,0,1,0,1,0,1,998,64,195,0,0,5,5,1,2,2,1,80,0,13,0,0,31,12,2020,5,17,2,8,1,1,1,3,1,0
471147,1,1,37,2,1,11,3,8,0,0,2,0,1,0,1,998,63,190,0,0,1,2,1,2,1,1,13,0,13,0,0,26,12,2020,7,18,2,42,1,1,4,2,1,3
471148,1,1,74,1,1,11,3,20,0,0,1,0,3,1,1,998,71,285,1,0,0,0,0,0,0,15,10,0,63,93,27,8,12,2020,3,15,2,12,8,1,1,1,1,4
471151,1,1,68,1,1,11,20,8,0,0,1,0,1,0,1,998,999,999,0,0,1,5,1,2,1,11,54,1,7,0,39,19,12,2020,7,18,2,12,2,2,1,3,1,4
471154,1,1,34,1,1,11,20,1,1,0,2,0,1,0,1,998,71,170,1,0,1,2,1,2,1,1,13,1,7,99,91,23,11,2020,2,19,2,42,1,1,4,2,1,3
471155,1,1,23,1,1,11,3,20,0,0,1,0,1,0,1,0,68,165,0,0,5,5,2,2,2,5,53,0,60,0,0,19,12,2020,7,17,2,12,3,2,1,3,2,0
471156,1,1,50,1,1,11,3,1,9,0,1,0,1,0,1,998,70,180,0,0,5,5,1,2,1,1,13,0,60,99,36,13,12,2020,1,11,2,33,1,1,4,1,1,4
471157,1,1,77,1,1,11,3,1,0,0,1,0,1,0,1,998,74,200,0,0,5,5,1,2,2,1,72,0,7,0,0,28,9,2020,2,12,2,12,8,1,1,1,99,3
471158,1,1,69,1,1,11,3,1,0,0,1,0,1,0,1,998,67,202,0,0,1,2,1,2,1,11,15,0,13,0,38,5,11,2020,5,12,2,12,2,3,1,1,1,4
471159,1,1,31,1,1,11,3,1,0,0,1,0,1,0,1,998,75,225,1,0,2,4,5,2,1,1,50,0,7,0,27,22,12,2020,3,22,2,12,1,1,1,3,1,0
471161,1,1,36,2,1,11,3,2,0,0,1,0,1,0,1,998,66,155,2,0,5,5,1,2,1,11,15,0,3,0,38,26,10,2020,2,8,2,12,8,1,1,1,10,0
471162,1,1,84,1,1,11,20,20,0,0,1,0,1,0,1,998,70,160,0,0,0,0,0,0,0,13,98,0,7,12,36,22,7,2020,4,8,2,5,8,1,4,1,10,4
480001,1,1,18,1,1,11,20,9,8,0,5,1,2,0,1,998,999,999,0,3,1,2,1,8,1,1,71,0,60,96,91,1,1,2020,4,0,2,12,8,1,1,3,1,1
480003,1,1,73,1,1,11,3,9,8,0,1,0,1,0,1,998,999,999,0,0,1,5,1,8,1,1,54,0,60,0,51,29,1,2020,4,18,2,12,2,2,1,3,1,4
480004,1,1,31,1,1,11,3,8,1,0,1,0,1,0,1,998,73,159,0,4,5,5,1,2,1,14,6,1,13,96,0,15,2,2020,7,3,2,32,1,1,4,2,1,4
480005,1,1,28,1,1,11,20,20,0,0,1,0,1,0,1,998,999,999,0,0,2,3,1,8,1,1,17,1,82,96,39,15,2,2020,7,21,2,12,2,2,1,3,1,4
480006,1,1,23,1,1,11,3,8,0,0,2,0,1,0,1,998,999,999,1,3,5,7,1,8,2,15,10,0,3,96,27,1,3,2020,1,19,2,12,1,1,1,2,1,4
480007,1,1,69,1,1,11,20,8,8,0,1,0,1,0,1,998,999,999,0,5,1,2,1,8,1,99,19,1,7,96,39,13,2,2020,5,17,2,12,2,3,1,1,1,4
480008,1,1,74,1,1,11,3,20,8,0,1,0,1,0,1,998,999,999,0,0,3,3,1,8,1,1,8,0,9,96,0,14,2,2020,6,12,2,25,1,1,3,1,1,4
480009,1,1,37,2,1,11,3,20,8,0,3,0,2,0,1,998,999,999,0,0,2,3,1,8,1,1,80,0,2,96,0,26,2,2020,4,11,2,8,3,2,1,1,10,0
480010,1,1,20,2,1,11,3,8,8,0,4,0,2,0,1,998,999,999,1,5,3,3,2,2,1,14,9,1,7,96,0,24,2,2020,2,23,2,24,1,1,10,2,1,4
480011,1,1,26,2,1,11,99,99,8,0,1,0,2,0,1,998,999,999,1,4,6,2,2,8,1,6,6,1,13,96,0,22,2,2020,7,2,2,24,5,1,4,2,10,4
480013,1,1,74,1,1,11,3,8,8,0,1,0,1,0,1,998,999,999,4,0,4,2,1,8,1,1,17,0,1,96,39,29,2,2020,7,9,2,12,2,2,1,1,1,2
480015,1,1,35,1,1,11,3,1,8,0,2,0,2,0,1,998,999,999,1,3,1,2,1,2,1,14,12,0,7,96,0,29,2,2020,7,2,2,42,1,1,4,3,1,4
480017,1,1,44,1,1,11,3,20,8,0,4,0,4,0,1,998,999,999,99,0,3,5,1,8,1,1,80,0,2,96,0,28,2,2020,6,21,2,8,18,1,1,3,1,0
480018,1,1,56,2,1,11,3,20,8,0,1,0,3,0,1,998,999,999,0,0,6,1,1,8,1,10,16,0,95,96,48,29,2,2020,7,14,2,12,2,4,1,1,1,0
480019,1,1,82,1,1,11,3,1,8,0,2,0,1,0,1,998,999,999,0,4,1,4,1,8,1,1,51,0,7,0,6,4,3,2020,4,16,2,12,8,1,1,1,1,2
480020,1,1,30,2,1,11,20,8,8,0,2,0,2,0,1,998,999,999,2,4,5,3,1,8,1,1,51,0,13,96,0,4,2,2020,3,18,2,12,1,1,1,2,1,4
480021,1,1,27,1,1,11,3,1,8,0,1,0,2,0,1,998,999,999,6,4,1,4,1,8,2,15,10,0,7,96,28,4,3,2020,4,8,2,12,2,2,1,1,1,2
480022,1,1,23,1,1,11,99,20,8,0,1,1,2,0,1,998,999,999,0,0,4,2,1,8,1,99,80,0,60,96,91,29,2,2020,7,1,2,8,1,1,1,3,1,0
480025,1,1,28,1,1,11,20,20,1,0,1,0,1,0,1,998,999,999,0,5,4,2,1,8,1,1,13,1,80,96,0,1,2,2020,7,1,2,33,1,1,4,3,1,4
480026,1,1,34,1,1,11,99,20,8,0,1,0,3,1,1,998,999,999,2,0,0,0,0,0,0,13,81,0,74,96,31,1,1,2020,4,9,2,8,8,1,4,1,10,0
480027,1,1,999,9,1,11,99,99,8,0,99,1,9,99,1,998,999,999,99,4,1,4,1,8,1,1,81,0,999,96,6,1,1,2020,4,3,2,8,1,1,1,3,10,9
480028,1,1,18,1,1,11,3,20,8,0,1,0,2,0,1,998,999,999,0,0,1,2,1,8,1,1,80,0,13,96,0,4,1,2020,7,6,2,8,1,1,1,2,1,0
480029,1,1,29,2,1,11,99,8,8,0,1,0,1,0,1,998,69,289,2,5,2,2,1,8,2,1,51,0,13,96,0,2,1,2020,5,6,2,12,1,1,1,3,5,4
480030,1,1,27,1,1,11,99,20,8,0,2,0,2,0,1,998,999,999,1,0,2,3,1,8,1,1,17,1,13,96,39,1,1,2020,4,14,2,12,2,2,1,1,1,2
480031,1,1,19,1,1,11,3,20,8,0,2,0,2,0,1,998,999,999,0,0,5,5,1,8,1,1,80,0,13,96,0,2,1,2020,5,18,2,8,1,1,1,3,10,0
480033,1,1,20,2,1,11,3,9,8,0,4,0,2,0,1,998,999,999,0,4,3,4,1,8,1,6,6,0,7,96,27,1,1,2020,4,22,2,59,1,1,4,3,1,4
480034,1,1,70,2,1,11,20,1,8,0,1,0,1,0,1,998,999,999,0,0,5,5,3,8,1,15,51,0,13,96,27,4,1,2020,7,11,2,12,1,1,1,1,1,4
480035,1,1,22,2,1,11,3,20,8,0,1,0,1,0,1,998,999,999,0,0,2,2,1,1,2,1,80,0,13,96,0,2,1,2020,5,19,2,8,1,1,1,2,1,0
480036,1,1,73,2,1,11,3,8,8,0,1,0,0,0,1,998,999,999,0,0,3,3,1,8,1,1,13,0,13,96,0,4,1,2020,7,20,2,25,19,1,10,6,1,4
480040,1,1,52,1,1,11,20,9,8,0,2,0,2,0,1,998,999,999,0,4,1,2,1,8,1,1,13,0,3,96,0,2,1,2020,5,23,2,1,1,1,4,3,1,4
480045,1,1,67,1,1,11,3,20,8,0,1,0,1,0,1,998,999,999,1,0,2,2,1,8,1,1,8,0,60,96,0,6,1,2020,2,12,2,42,1,1,4,1,1,4
480046,1,1,61,2,1,11,3,20,8,0,1,0,1,0,1,998,999,999,1,0,2,2,1,8,1,1,80,0,7,96,0,5,1,2020,1,19,2,8,3,3,1,3,1,0
480048,1,1,31,1,1,11,20,1,0,0,1,0,2,0,1,7,999,999,0,0,1,4,1,8,1,14,12,1,7,96,999,5,1,2020,1,6,2,30,1,1,4,2,1,4
480049,1,1,999,9,1,11,99,99,8,0,99,1,9,99,1,998,999,999,99,0,2,3,1,8,1,1,80,0,999,96,0,6,1,2020,2,4,2,8,1,1,1,3,1,9
480050,1,1,32,2,1,11,3,20,8,0,1,0,1,0,1,998,999,999,0,0,5,7,1,8,1,1,80,1,7,96,0,5,1,2020,1,20,2,8,1,1,1,3,1,0
480052,1,1,25,2,1,11,3,8,8,0,1,0,1,0,1,998,999,999,0,0,3,4,1,8,1,11,15,1,7,0,38,1,1,2020,4,3,2,12,2,2,1,3,10,2
480053,1,1,999,9,1,11,99,99,8,0,99,1,9,99,1,998,999,999,99,3,1,2,1,8,1,1,51,0,999,96,26,3,1,2020,6,19,2,12,1,1,1,3,1,9
480054,1,1,48,2,1,11,3,20,8,0,5,0,2,0,1,40,999,999,0,0,1,6,1,8,1,1,80,0,7,96,0,6,1,2020,2,18,2,8,3,3,1,2,1,0
480055,1,1,40,1,1,11,99,20,8,0,1,0,1,0,1,998,999,999,0,0,2,3,1,8,1,1,80,0,7,96,0,8,1,2020,4,18,2,8,1,1,1,3,1,0
480056,1,1,74,1,1,11,3,20,8,0,1,0,2,0,1,998,999,999,0,0,5,5,1,8,1,11,15,0,13,96,38,7,1,2020,3,19,2,12,2,3,1,3,1,4
480057,1,1,19,1,1,11,20,20,1,0,1,0,1,0,1,998,999,999,1,4,2,2,1,8,1,1,13,1,60,96,58,4,1,2020,7,1,2,43,98,1,3,3,1,4
480058,1,1,999,9,1,11,99,99,8,0,99,1,9,0,1,998,999,999,99,5,1,2,2,8,1,1,56,0,7,96,0,6,1,2020,2,10,2,12,8,1,1,1,1,9
480060,1,1,84,1,1,11,3,1,8,0,1,0,1,0,1,998,69,166,0,0,2,2,1,8,1,1,13,0,3,96,0,6,1,2020,2,15,2,43,1,1,4,1,1,4
480061,1,1,32,1,1,11,20,9,8,0,1,0,1,0,1,998,62,199,0,4,1,5,1,8,2,1,52,1,7,96,0,1,1,2020,4,1,2,12,3,2,1,2,2,4
480062,1,1,999,9,1,11,99,99,8,0,99,1,9,99,1,998,999,999,99,0,5,5,1,8,1,1,80,0,999,96,0,7,1,2020,3,7,2,8,1,1,1,3,1,9
480063,1,1,38,1,1,11,3,1,8,0,99,1,1,0,1,998,999,999,2,0,2,2,1,8,1,1,81,1,60,93,91,8,1,2020,4,21,2,8,1,1,4,2,1,0
480064,1,1,25,1,1,11,3,20,8,0,1,0,1,0,1,998,73,200,0,0,2,4,2,8,1,1,80,0,13,96,60,6,1,2020,2,20,2,8,3,3,1,3,1,0
480065,1,1,27,1,1,11,3,20,8,0,1,0,1,0,1,998,70,180,0,0,4,3,1,8,1,1,17,1,60,96,91,9,1,2020,5,22,2,12,2,2,1,3,1,0
480066,1,1,33,1,1,11,3,1,8,0,1,0,1,0,1,998,999,999,0,0,2,4,2,8,1,1,80,0,2,96,0,6,1,2020,2,6,2,8,1,1,1,2,1,0
480067,1,1,37,1,1,11,99,20,8,0,1,1,0,0,1,998,999,999,0,0,2,2,1,8,2,1,80,0,13,96,0,11,1,2020,7,1,2,8,1,1,1,2,2,0
480068,1,1,83,1,1,11,3,1,8,0,1,0,1,0,1,998,999,999,0,4,2,3,1,2,1,10,8,0,7,0,0,11,1,2020,7,11,2,12,3,2,1,1,1,3
480069,1,1,22,1,1,11,3,1,8,0,1,0,2,0,1,998,999,999,0,0,5,5,1,8,1,14,13,0,5,96,0,6,1,2020,2,0,2,46,1,1,4,2,1,4
480071,1,1,48,1,1,11,3,8,8,0,1,0,1,0,1,998,70,271,0,3,1,2,2,8,1,1,12,0,13,96,0,2,1,2020,5,14,2,42,1,1,4,1,10,4
480072,1,1,25,1,1,11,3,20,8,0,1,0,1,0,1,998,999,999,1,0,4,2,1,8,1,1,82,0,13,96,0,9,1,2020,5,3,2,8,1,1,1,3,1,0
480073,1,1,39,1,1,11,2,20,8,0,1,0,1,0,1,998,70,360,0,0,3,4,1,8,4,14,8,0,1,0,0,12,1,2020,1,6,2,23,1,1,4,2,5,4
480076,1,1,23,1,1,11,99,1,0,0,1,0,2,0,1,998,999,999,0,4,4,2,1,8,1,1,10,0,3,96,28,10,1,2020,6,16,2,12,1,1,1,1,1,4
480078,1,1,22,1,1,11,3,20,8,0,1,0,3,1,1,998,999,999,0,0,2,4,1,8,1,11,80,0,67,96,0,6,1,2020,2,21,2,8,3,2,1,3,1,0
480079,1,1,20,1,1,11,3,20,1,0,1,1,2,0,1,998,999,999,0,0,1,2,1,8,1,1,80,0,7,96,51,13,1,2020,2,6,2,8,1,1,1,2,5,0
480080,1,1,26,2,1,11,3,8,1,0,2,0,2,0,1,998,68,130,0,0,3,2,2,8,2,1,6,0,7,96,87,11,1,2020,7,10,2,52,1,1,4,1,2,4
480082,1,1,32,2,1,11,3,20,8,0,1,0,2,0,1,998,999,999,0,0,1,4,1,8,1,1,80,0,13,96,0,2,1,2020,5,20,2,8,3,2,1,3,1,0
480084,1,1,35,1,1,11,3,20,8,0,2,0,1,0,1,998,999,999,2,0,2,2,1,8,2,1,80,0,13,96,0,2,1,2020,5,18,2,8,1,1,1,2,1,0
480087,1,1,999,9,1,11,99,99,8,0,99,1,9,99,1,998,999,999,99,0,3,2,1,8,1,1,80,0,999,96,0,3,1,2020,6,10,2,8,1,1,1,1,1,9
480089,1,1,27,1,1,11,20,8,0,0,1,0,1,0,1,998,999,999,0,0,5,7,1,1,2,15,10,0,13,96,27,14,1,2020,3,13,2,12,1,1,1,1,10,4
